dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,dataset_name,route_strategy,pattern,device_model,cloud_model
25,device,139.90,150.00,10.00,140.00,0,"1","4",1770043817962,1770043817972,1770043818112,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Steep rise in Haiti storm deaths
                                        News Description: The number of deaths from floods in Haiti caused by tropical storm Jeanne has risen sharply to 1,970, with 884 still missing, officials say.
                                        ",78,690,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
26,device,140.70,152.00,11.00,141.00,0,"1","4",1770043818970,1770043818981,1770043819122,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Abu Ghraib report 'spreads blame'
                                        News Description: A report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials.
                                        ",73,661,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
27,device,143.90,151.00,7.00,144.00,0,"1","4",1770043819976,1770043819983,1770043820127,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Terror Suspects Arrested in Netherlands
                                        News Description: Description: Dutch police arrest three suspects after a counterterror operation in The Hague. The murder of filmmaker Theo van Gogh by a suspected Islamic extremist has heightened concern about terrorism in the Netherlands.
                                        ",86,780,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
28,device,132.40,144.00,11.00,133.00,1,"4","4",1770043820985,1770043820996,1770043821129,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: News: FBI seizes computers in first-ever criminal action against P2P network
                                        News Description: The Associated Press By Curt Anderson
                                        ",65,631,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
29,device,140.30,144.00,3.00,141.00,1,"4","4",1770043821994,1770043821997,1770043822138,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Is Google News Biased?
                                        News Description: Google News tends to favor news stories with a conservative bias, according to new media observer J.D. Lasica, a claim which Google denies.
                                        ",75,679,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
30,device,134.00,144.00,10.00,134.00,1,"4","4",1770043822997,1770043823007,1770043823141,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: At wireless show, services take center stage
                                        News Description: Games, graphic ring tones and other services dominate the showroom floor. Also: Yahoo battles Google for the cell phone.
                                        ",74,682,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
31,device,161.20,172.00,11.00,161.00,0,"2","4",1770043824002,1770043824013,1770043824174,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Mini World Cup heats up
                                        News Description: With the four minnows out of contention, the eight title contenders chase semifinal places in One-Day crickets mini World Cup with Australia first to get there by beating New Zealand by seven wickets yesterday in the first group showdown at the 
                                        ",94,786,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
32,device,142.90,149.00,6.00,143.00,0,"1","4",1770043825011,1770043825017,1770043825160,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: 2 Ex-Officers Nabbed in Venezuela Slaying
                                        News Description: National Guard troops arrested two brothers Friday in connection with a state prosecutor's killing, just days after two suspects in the car bombing case were shot dead by police, authorities said.
                                        ",85,755,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
33,device,142.00,154.00,12.00,142.00,0,"3","4",1770043826018,1770043826030,1770043826172,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Qwest: The end of the beginning
                                        News Description: Thursday #39;s agreement between Qwest Communications and federal regulator settles allegations of  quot;massive financial fraud quot; at a price of \$250 million.
                                        ",76,712,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
34,device,167.60,179.00,12.00,167.00,0,"2","4",1770043827027,1770043827039,1770043827206,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Bonds deserves a  quot;C quot; for historic 73
                                        News Description: What symbol should be placed next to Barry Bonds #39; monumental mark of 73 home runs? How about a capital  quot;C quot; for  quot;The Cream, quot;  quot;The Clear, quot;  quot;The Cheat quot;?
                                        ",88,757,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
35,device,136.60,146.00,9.00,137.00,0,"2","4",1770043828028,1770043828037,1770043828174,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Leyland has emerged as a managerial candidate
                                        News Description: Jim Leyland just might be ready to manage a Major League Baseball team again, and he will reportedly interview for jobs with the Philadelphia Phillies and New York Mets, according to the NY Daily News.
                                        ",90,764,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
36,device,148.40,159.00,11.00,148.00,0,"1","4",1770043829035,1770043829046,1770043829194,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Finnish Watchdog Raps TV Game Operators (Reuters)
                                        News Description: Reuters - Finland's consumer watchdog said on\Monday it had reprimanded broadcasters for causing children to\run up huge mobile phone bills with interactive television game\and chat programs.
                                        ",81,758,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
37,device,157.50,162.00,4.00,158.00,0,"3","4",1770043830044,1770043830048,1770043830206,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Still no beef resolution after latest talks
                                        News Description: NEW YORK, (Aug. 30, 2004) - Cattle farmers and haulers finally looking for a quick end to a 15-month ban on live cattle exports to the US are out of luck after Canadian Agriculture Minister Andy Mitchell 
                                        ",92,765,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
38,device,154.70,160.00,5.00,155.00,0,"3","4",1770043831049,1770043831054,1770043831209,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: EU foreign ministers hope to break deadlock over ASEM summit
                                        News Description: The European Union said Friday it  quot;hoped to reach a conclusion quot; at a meeting of foreign ministers on the participation of military-ruled Myanmar in an upcoming summit of Asian and European nations.
                                        ",91,785,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
39,device,140.70,145.00,4.00,141.00,1,"4","4",1770043832054,1770043832058,1770043832199,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: ANOTHER VOICE Sugary drinks bad for you
                                        News Description: Many studies have linked the consumption of nondiet soda and fruit juices with added sugars to obesity and attendant risks of diabetes.
                                        ",77,692,1770043792832,1770044296910,ag_news_test,always_device,once-per-sec,onnx-community/granite-4.0-350m-ONNX-web,meta-llama/llama-3.2-1b-instruct
