Lambda,Policy,Total Latency (s),Total Latency std (s),Avg Inference Time (s),Inference Time std (s),Avg Device Queue Length,Avg Cloud Queue Length
0.5,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1493427844108534,0.06636221027433199,0.1428651539939341,0.05969209778418706,0.0,0.0032444622010229453
0.5,Round Robin 2x Device,0.12961318979500813,0.0346133312409372,0.12951245055668162,0.03449836569961109,0.0,0.0
0.5,Round Robin 2x Cloud,0.14326912465860642,0.060003512557124876,0.14309483505182666,0.059857047742894194,0.0,0.0
0.5,Round Robin (Device/Cloud),0.13641830076375852,0.0493474923474932,0.13628097832023503,0.049211492545187877,2.45785918698948e-05,4.4202344423260774e-05
0.5,Stateless Threshold,0.12632727715080036,0.047404087524549374,0.12408483525217444,0.044940292930911695,0.0006872587832730415,0.00043591704497077875
0.5,HERO,0.1245936143876375,0.04350283764435202,0.12437814219084242,0.043456768286582334,8.739439300507477e-05,2.05295512255243e-05
0.6,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1353992925327756,0.042377269657279726,0.129498498774195,0.034441117668937433,0.003546648715096157,0.0
0.6,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.15076469708188076,0.06781287722313174,0.14286442202517288,0.059692688775745364,0.0,0.00474842960346675
0.6,Round Robin 2x Device,0.12963268614871698,0.03462062941410364,0.1294884212999892,0.03446409234541001,0.0,0.0
0.6,Round Robin 2x Cloud,0.14334582680369895,0.060068346741018123,0.14309367153144395,0.059856771730240475,0.0,0.0
0.6,Round Robin (Device/Cloud),0.13645604031366343,0.04939559113354933,0.13625859444564611,0.04920662194369406,4.25614758430222e-05,7.61125978342859e-05
0.6,Stateless Threshold,0.12679244124720968,0.047814790297209274,0.124127612973356,0.04488751008609993,0.0009935493049955805,0.0006081353487462202
0.6,HERO,0.12473148974105197,0.04356009474226427,0.12445283522548005,0.043493304219160804,0.00013864221466207676,2.8842005875938932e-05
0.7000000000000001,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.13649068300147138,0.0438557964034475,0.12950486229426714,0.03449896208358951,0.004898599956756616,0.0
0.7000000000000001,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.15223436865791476,0.06931403056129172,0.14286490187913276,0.05969337792319922,0.0,0.0065700617453906375
0.7000000000000001,Round Robin 2x Device,0.12968964203189265,0.03469629500789593,0.12949433211407071,0.03447617082818043,0.0,0.0
0.7000000000000001,Round Robin 2x Cloud,0.14343781562792204,0.06014408858653825,0.1430939288043883,0.05985649655669626,0.0,0.0
0.7000000000000001,Round Robin (Device/Cloud),0.13654260958979583,0.049488523776263456,0.1362749428745188,0.04922874210176851,6.738958990540575e-05,0.00012030379014238571
0.7000000000000001,Stateless Threshold,0.12733414996674564,0.04888546766220551,0.12417823866125281,0.04536995219102867,0.0013080039773803607,0.0009049854519739748
0.7000000000000001,HERO,0.12493064679370963,0.043761429800009376,0.124582534426997,0.043645903929118955,0.000197784764513113,4.631873816211589e-05
0.8,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1376438026596673,0.045259671340496146,0.12953432701316125,0.03447196769474221,0.00649889066521493,0.0
0.8,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.15374763519844425,0.0708624226322026,0.1428656568294597,0.0596922710918053,0.0,0.008720760775613453
0.8,Round Robin 2x Device,0.12978597491659993,0.03471926891980446,0.12952415221532002,0.034424241912496184,0.0,0.0
0.8,Round Robin 2x Cloud,0.14354255872597238,0.060233823264901384,0.14309467089144015,0.05985782768209029,0.0,0.0
0.8,Round Robin (Device/Cloud),0.1366786294886262,0.0495277718150766,0.13632121855793547,0.049180758283981066,0.0001069873402364391,0.00017943992559140345
0.8,Stateless Threshold,0.12783783050498967,0.04941040884807081,0.12417876739843794,0.04529567090203196,0.0017293788298909996,0.0012029752371172568
0.8,HERO,0.12519572213284305,0.04392682695969116,0.12477385472772398,0.043777433945085015,0.00026782477162281865,7.025758924527595e-05
0.9,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1386602400381301,0.04667291612874302,0.12941927502155176,0.03449317008341221,0.008331367576748626,0.0
0.9,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.15530446082189409,0.0724614921205021,0.14286188895002572,0.059691758430945284,0.0,0.011217838639373008
0.9,Round Robin 2x Device,0.12973731617527726,0.03485263170453233,0.12940869031153127,0.03449357642392462,0.0,0.0
0.9,Round Robin 2x Cloud,0.14365484254870053,0.060330320905216055,0.1430912623101863,0.05985515207695453,0.0,0.0
0.9,Round Robin (Device/Cloud),0.13663819936154153,0.04964886504955317,0.136190612649997,0.0492191274760932,0.00014797139378289542,0.0002555589787622751
0.9,Stateless Threshold,0.12828750896406418,0.04988073457742338,0.1241311229525517,0.04528104432955571,0.0022230355802862335,0.0015242336562117636
0.9,HERO,0.1252215004503745,0.0440399021008725,0.12471474571002557,0.04384090019390435,0.0003596666497644578,9.720780882070867e-05
1.0,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.13998101499879378,0.04809915203382911,0.1295694609555939,0.03446055998093716,0.010429704916248922,0.0
1.0,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.15693283200803587,0.07411747519882675,0.14286681124071798,0.059693365587269405,0.0,0.014090544283508342
1.0,Round Robin 2x Device,0.12995966206539475,0.03492993180617126,0.12955927171552103,0.03448927122772198,0.0,0.0
1.0,Round Robin 2x Cloud,0.14378667260000913,0.060442008944286446,0.14309600339818007,0.059857037827201885,0.0,0.0
1.0,Round Robin (Device/Cloud),0.13685346340741922,0.049735906345802265,0.1363048607765663,0.04920610426680571,0.00019885133546424297,0.0003507077799528716
1.0,Stateless Threshold,0.12877943340439496,0.05039649659123989,0.12418099149860641,0.045334742169025416,0.002730533346641702,0.0018759253728726903
1.0,HERO,0.12551179961288106,0.04421425973567525,0.1249211125644008,0.043959431686536786,0.00046111579869317676,0.0001306010570723088
1.1,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1410398023510187,0.049561327454934516,0.1294381964528028,0.034504721606449344,0.01278401510259599,0.0
1.1,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1585965225656114,0.07581982052439502,0.1428624186788439,0.0596911473423974,0.0,0.01733768896563292
1.1,Round Robin 2x Device,0.12991798200977814,0.03503258438878158,0.12942788421120405,0.03449583641474099,0.0,0.0
1.1,Round Robin 2x Cloud,0.1439221618857157,0.060562605034946156,0.14309192029894283,0.059856566646360534,0.0,0.0
1.1,Round Robin (Device/Cloud),0.13691359536437966,0.049852751755847746,0.13624716218810667,0.049218441448566214,0.00026869587677392424,0.0004656587231137709
1.1,Stateless Threshold,0.12925084161754757,0.05083385237169685,0.12415719281640042,0.045279157932811134,0.003357659159284286,0.0022551229324571393
1.1,HERO,0.12560038540976468,0.04433263581037834,0.12489939206875081,0.04401595787369195,0.0006000719057076304,0.00017236513367465095
1.2000000000000002,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.142512067013875,0.05119501400014657,0.12958376588881174,0.034437306045606506,0.015541006597789665,0.0
1.2000000000000002,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16032836546628754,0.07757567318365195,0.14286735604668574,0.05969128934229307,0.0,0.020989741686439908
1.2000000000000002,Round Robin 2x Device,0.13016141753312638,0.03509970315203653,0.1295740899161748,0.03446071577248612,0.0,0.0
1.2000000000000002,Round Robin 2x Cloud,0.14408118515622412,0.06069487817195769,0.1430965870886268,0.05985518110326833,0.0,0.0
1.2000000000000002,Round Robin (Device/Cloud),0.1370920227976864,0.04995616981115983,0.13629870161276758,0.049189164364666825,0.0003517045798487541,0.0006019405980388873
1.2000000000000002,Stateless Threshold,0.12988651610884572,0.05161293009621179,0.12424095429423061,0.045400490235516254,0.003986530913437988,0.002799953746157291
1.2000000000000002,HERO,0.12595282502692792,0.044505817878845576,0.12514913749380843,0.044109427790778644,0.000740876195925599,0.00022523018788737768
1.3000000000000003,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.14362227913458667,0.0526702178811106,0.12943802965067044,0.034453553010113026,0.018471670628780856,0.0
1.3000000000000003,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16210786425565404,0.07939044069385601,0.1428625833981168,0.05969304011255611,0.0,0.02506248333752416
1.3000000000000003,Round Robin 2x Device,0.13010972505443516,0.03519320414397912,0.129427426515413,0.03444406511720256,0.0,0.0
1.3000000000000003,Round Robin 2x Cloud,0.14424329644431524,0.06084266087408364,0.14309179012554488,0.05985811239716827,0.0,0.0
1.3000000000000003,Round Robin (Device/Cloud),0.13715504613893625,0.05012086775730635,0.136231553859065,0.04922094637804559,0.0004418025908615045,0.0007608304641850578
1.3000000000000003,Stateless Threshold,0.13037097557766794,0.05282524322670354,0.12426121836426457,0.04599478385268126,0.004405468056700568,0.003551063472283356
1.3000000000000003,HERO,0.12606285989070717,0.044570619855782236,0.12516327952630488,0.04413186614626496,0.000887697966003405,0.0002837953616361126
1.4000000000000001,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.14491687082116317,0.05444028283829153,0.12940171404054,0.034557423036886005,0.021759085023737558,0.0
1.4000000000000001,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16395431896938947,0.08127420101419601,0.14286136257526239,0.05969268108130039,0.0,0.029581621666942944
1.4000000000000001,Round Robin 2x Device,0.1301830791098562,0.03539826876808378,0.12939137206558662,0.034515652111238145,0.0,0.0
1.4000000000000001,Round Robin 2x Cloud,0.1444223900160986,0.060997919127456904,0.143090695123898,0.059857311469549,0.0,0.0
1.4000000000000001,Round Robin (Device/Cloud),0.13729745714378214,0.050263790186890436,0.13623111001332636,0.049215303073066985,0.000549463007883241,0.0009460257377629195
1.4000000000000001,Stateless Threshold,0.1308112067345211,0.053375296643535575,0.12416319763016569,0.045963670771652955,0.005190854216803854,0.004132583811727943
1.4000000000000001,HERO,0.1261927329938205,0.044803368836133194,0.12516542836933378,0.04425447400634282,0.0010827992860109926,0.0003579345113325701
1.5000000000000002,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.14638641983487477,0.0559544952785855,0.12949215045927692,0.034526965587690965,0.025385579911273007,0.0
1.5000000000000002,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16586342510453284,0.08321126075655656,0.14286425852841517,0.05969236893670977,0.0,0.034558894295663584
1.5000000000000002,Round Robin 2x Device,0.130390568611948,0.035498542183170355,0.1294815476453482,0.03448905011955422,0.0,0.0
1.5000000000000002,Round Robin 2x Cloud,0.1446178620231891,0.06116479890445093,0.1430935393834092,0.059856519957510006,0.0,0.0
1.5000000000000002,Round Robin (Device/Cloud),0.1375041839181204,0.05041409331935071,0.13628337788208555,0.04921323715119729,0.0006758693953005344,0.0011585322468147525
1.5000000000000002,Stateless Threshold,0.13150870375025941,0.05396630462827923,0.12428723136671736,0.04595090269802348,0.006054632350182351,0.0047964598309004625
1.5000000000000002,HERO,0.12649294057367746,0.04490513331274097,0.1253415503763909,0.04429035298472614,0.0013039604674239997,0.00042613570424905107
1.6,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.14779227721641397,0.057590668192854376,0.12951497051805105,0.034450569372638,0.029294671522456434,0.0
1.6,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16784492329637088,0.08521616431480206,0.14286516195168616,0.05969081927457853,0.0,0.04003729641223075
1.6,Round Robin 2x Device,0.13053653564215884,0.03567193671494189,0.12950501022576133,0.03450182693446287,0.0,0.0
1.6,Round Robin 2x Cloud,0.14482154370060918,0.06134483655790586,0.1430941780070173,0.05985605384881655,0.0,0.0
1.6,Round Robin (Device/Cloud),0.1376720810633118,0.05058859952166629,0.13628279853204953,0.04920192487395454,0.0008277092037796761,0.0013990182177613824
1.6,Stateless Threshold,0.13207810127067598,0.054742672680850236,0.12431186675440936,0.046050075575726,0.0069122946742093475,0.00553534360141619
1.6,HERO,0.12675555674067246,0.04509516040863704,0.12548103294062715,0.044350536761393514,0.0015075517095055866,0.000535241610534641
1.7000000000000002,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.14932268892271675,0.0593692058847289,0.1295482108104234,0.03441135973081909,0.03367522137018867,0.0
1.7000000000000002,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.16990885265436267,0.08729570252399774,0.14286592506526266,0.05969122746008128,0.0,0.04605312422775125
1.7000000000000002,Round Robin 2x Device,0.13070837283925896,0.03578050563151788,0.12953784208929447,0.034463916390987386,0.0,0.0
1.7000000000000002,Round Robin 2x Cloud,0.14503941160968972,0.06153524604507622,0.1430956745568016,0.059856079530185305,0.0,0.0
1.7000000000000002,Round Robin (Device/Cloud),0.13784217102506763,0.050730172926054626,0.13628306820086403,0.04916741133684329,0.0009859086374615384,0.0016691870438199793
1.7000000000000002,Stateless Threshold,0.13258043476088932,0.0547936576653628,0.12429653385655708,0.04557877976390476,0.008142960528770405,0.005964224122206112
1.7000000000000002,HERO,0.12703476974077255,0.04541354321658907,0.1256239703396706,0.044573510113396816,0.0017754313157433684,0.0006271093342591803
1.8000000000000003,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.150751506155588,0.06107576759889869,0.1294527526897847,0.03443944296901215,0.038404589347758325,0.0
1.8000000000000003,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.17205053339648646,0.08946318793607112,0.14286301166359958,0.059690314904669785,0.0,0.05262912974873553
1.8000000000000003,Round Robin 2x Device,0.1307613014025196,0.0359443487762882,0.12944263587829039,0.034476573223327714,0.0,0.0
1.8000000000000003,Round Robin 2x Cloud,0.14526503493469842,0.06173625260808407,0.14309238844706598,0.05985616024952811,0.0,0.0
1.8000000000000003,Round Robin (Device/Cloud),0.13799451690551853,0.05096762932907898,0.13624546731579,0.04921525979576925,0.0011803965672626251,0.0019733814185509627
1.8000000000000003,Stateless Threshold,0.13297404016342007,0.05521219314833696,0.12416860613106744,0.045511708002428986,0.009247621060522149,0.006629791711404243
1.8000000000000003,HERO,0.12713810044812812,0.04548937483775816,0.12559550172856163,0.04454602999447092,0.0020140619421195054,0.0007674565876196459
1.9000000000000001,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.15227147412187875,0.06276388426146642,0.12946690324557547,0.03442364391391715,0.04340421895506791,0.0
1.9000000000000001,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1742801513058948,0.09170919561908475,0.14286329049945917,0.059691303181328335,0.0,0.059796098001392496
1.9000000000000001,Round Robin 2x Device,0.13090181941632906,0.03601746626970337,0.1294569251301392,0.03439762676366845,0.0,0.0
1.9000000000000001,Round Robin 2x Cloud,0.1455032526280156,0.06194660054216981,0.1430926106081507,0.05985653426387614,0.0,0.0
1.9000000000000001,Round Robin (Device/Cloud),0.138170221216779,0.05113172125186764,0.13624050971993334,0.049196096001763244,0.001360585656561077,0.0023122582358278787
1.9000000000000001,Stateless Threshold,0.13355544106046044,0.055881591980437045,0.12420249858135844,0.04561024091180275,0.010383807110816542,0.007417764058811392
1.9000000000000001,HERO,0.1274659219440588,0.045715601257322415,0.12577538775119906,0.044644145598655816,0.0023044376765740475,0.000913177156078923
2.0,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.15403779417027783,0.06481561317280671,0.129558229026621,0.03446370793777051,0.04904447097064496,0.0
2.0,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.17661249570521692,0.09405543562503392,0.14286636113116083,0.05968884845571066,0.0,0.06760992852457559
2.0,Round Robin 2x Device,0.1311504026861249,0.036309068262761,0.1295478301651732,0.03449817401050805,0.0,0.0
2.0,Round Robin 2x Cloud,0.14575694218687538,0.06216697287275989,0.14309561027455897,0.05985671927098816,0.0,0.0
2.0,Round Robin (Device/Cloud),0.13846086992393772,0.05136982023557086,0.13631549470427753,0.049215534455554225,0.001609393817329302,0.0026888369899054168
2.0,Stateless Threshold,0.13406745755619195,0.056422499744353725,0.12421858428191764,0.04563521803672426,0.011376727755940045,0.008355355387366464
2.0,HERO,0.12772086831538826,0.045936518753970625,0.1258610723014205,0.04473505618892752,0.0026821340257085764,0.001043942119087732
2.1,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1556289956992042,0.06662787184395746,0.12947985579287202,0.03442486087164196,0.055008899268702845,0.0
2.1,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.17903041994108063,0.09649615978308806,0.14286387629306674,0.05969189044145078,0.0,0.0760821432068576
2.1,Round Robin 2x Device,0.13123627381245903,0.036433579323891144,0.1294695836171954,0.034461753915254405,0.0,0.0
2.1,Round Robin 2x Cloud,0.14601730407341532,0.06240048297507441,0.14309322724178625,0.05985783199044537,0.0,0.0
2.1,Round Robin (Device/Cloud),0.13860334499600635,0.05156482043368061,0.13624792029052857,0.04921069091545818,0.0018499942107000412,0.0031050209674448005
2.1,Stateless Threshold,0.13470897824384692,0.05705249837384624,0.12420602786437597,0.045488749268492557,0.01286907626709188,0.009225568733597336
2.1,HERO,0.1279219041874084,0.04614946013077777,0.1259054850891677,0.04480909431204526,0.003041057149764607,0.0012008054966615796
2.2,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1574143501140137,0.06852144937732768,0.12953374386170793,0.034458670242196676,0.06144424095860156,0.0
2.2,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.18155150956634797,0.09902936067444895,0.1428657661392557,0.059692535227516524,0.0,0.08525700257144285
2.2,Round Robin 2x Device,0.13145268681279718,0.036617413250610256,0.12952328007318514,0.034484624380811256,0.0,0.0
2.2,Round Robin 2x Cloud,0.14629349488822502,0.06264288765971954,0.14309479177359025,0.059856530518573994,0.0,0.0
2.2,Round Robin (Device/Cloud),0.13889050926675556,0.05175023342724251,0.13631155556324617,0.049191693651178155,0.0021234522136795203,0.003560137132528065
2.2,Stateless Threshold,0.13533115297729253,0.057700941691213176,0.12423247057240562,0.04557698982314102,0.014202345197152189,0.010257320579825108
2.2,HERO,0.12821084069557592,0.04630495373995554,0.12601519720405005,0.044838356225060556,0.0034243000360747234,0.0014145371385402312
2.3000000000000003,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.15922881239353143,0.07081764498117457,0.12947406152336435,0.03446830232488658,0.06855520695040832,0.0
2.3000000000000003,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.184185679354846,0.10170103423350986,0.14286371094927003,0.05969034669481283,0.0,0.0952062069020294
2.3000000000000003,Round Robin 2x Device,0.13157580317511186,0.036835566659476564,0.12946410492212362,0.03445485140203703,0.0,0.0
2.3000000000000003,Round Robin 2x Cloud,0.14657796707159046,0.06289810657397543,0.14309279716687684,0.059856222385355484,0.0,0.0
2.3000000000000003,Round Robin (Device/Cloud),0.13906106387693906,0.05202745354937628,0.13625088440010813,0.04920269563895312,0.002416853767677331,0.004057826897857756
2.3000000000000003,Stateless Threshold,0.13590792595912787,0.05860190563938156,0.12420944339039955,0.04562670865929114,0.015618969098626,0.011334444446549737
2.3000000000000003,HERO,0.12845184640195262,0.04653936410713417,0.1260725356938197,0.04491732883230683,0.0038687387833703742,0.0016132165793727718
2.4000000000000004,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.16094905118683958,0.07265524050074372,0.12943810525104066,0.034485492350659584,0.07575808498843922,0.0
2.4000000000000004,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.18692711379799198,0.1044935426224552,0.14286264068816876,0.059692367134389086,0.0,0.10593909113620066
2.4000000000000004,Round Robin 2x Device,0.13172289633031395,0.0370250670792691,0.12942792046613422,0.034452211927394644,0.0,0.0
2.4000000000000004,Round Robin 2x Cloud,0.14687491823488805,0.06316583846078039,0.14309153116120554,0.05985695780453657,0.0,0.0
2.4000000000000004,Round Robin (Device/Cloud),0.139267331647048,0.052254025283273636,0.13621974065843126,0.049191546098391194,0.0027292754458208405,0.004597693955865454
2.4000000000000004,Stateless Threshold,0.13641015068123183,0.05897877988936644,0.1241429236717005,0.045533932387057,0.01722463600854988,0.012268026948298911
2.4000000000000004,HERO,0.12875340465778748,0.046767165957087124,0.12618269218924796,0.0449752645219755,0.004333675759856103,0.0018467888021232368
2.5000000000000004,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.162917615529648,0.07478548569825588,0.12946972604314766,0.03437986680364335,0.08376548782323107,0.0
2.5000000000000004,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.1897955030407215,0.10739921042078047,0.14286338764370443,0.059692011611274146,0.0,0.11753482215079471
2.5000000000000004,Round Robin 2x Device,0.13193864648575446,0.037230594397053035,0.12945961266868528,0.03440898303185623,0.0,0.0
2.5000000000000004,Round Robin 2x Cloud,0.14718738138099444,0.06344799567151146,0.1430929508738658,0.05985849306136867,0.0,0.0
2.5000000000000004,Round Robin (Device/Cloud),0.13958413958986857,0.052537605945740765,0.13627644961388183,0.04917842141381803,0.00310000105919644,0.005183639753586829
2.5000000000000004,Stateless Threshold,0.13703366939293515,0.05958078466658,0.12420188725756376,0.045551332605835416,0.01882339370985464,0.01331198478464187
2.5000000000000004,HERO,0.12898075118237107,0.04698116661558006,0.1262216776557932,0.04500172281937278,0.004845591031538581,0.002064117824859417
2.6,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.16484147206376884,0.076797863765909,0.1294400184303639,0.03446453506939363,0.0922041923090931,0.0
2.6,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.19278394552036085,0.11042135621492728,0.14286282738616743,0.059691075389569886,0.0,0.13002116590595586
2.6,Round Robin 2x Device,0.13209623238437238,0.03750061794006268,0.1294297524369903,0.03447737091081025,0.0,0.0
2.6,Round Robin 2x Cloud,0.14750996856252313,0.06373444717592622,0.1430918756769797,0.0598560732563961,0.0,0.0
2.6,Round Robin (Device/Cloud),0.13979549741207714,0.052829034785192276,0.13623355268493995,0.04921905035725695,0.0034572381840047195,0.005819962830270855
2.6,Stateless Threshold,0.13760248599564254,0.06019409415882358,0.12413818070048685,0.04557030144063337,0.02054432729376302,0.014523889345973557
2.6,HERO,0.12922643252219015,0.04720582902436446,0.1262954113257424,0.045094713120504754,0.0052827092216303035,0.0023512317069959185
2.7,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1670144808921357,0.07920916872367804,0.12947962520601652,0.03445369978031817,0.10152072929883495,0.0
2.7,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.19591020944008958,0.11358891556999581,0.1428640743032528,0.05969156513262072,0.0,0.14347423199331927
2.7,Round Robin 2x Device,0.13233421659542843,0.03771143553575929,0.12946945536005575,0.03449231551120978,0.0,0.0
2.7,Round Robin 2x Cloud,0.14784734770064345,0.06403639530996856,0.14309326581248658,0.05985756229989095,0.0,0.0
2.7,Round Robin (Device/Cloud),0.1401247757042199,0.053091204546154985,0.1362851877016168,0.04921919703569747,0.0038840516154006084,0.00650090837560186
2.7,Stateless Threshold,0.1383218776321201,0.06092473270153521,0.12421501985420605,0.045563873872267825,0.022482279635272325,0.015672629782688564
2.7,HERO,0.12960266049883132,0.04748298882869059,0.12642751152379134,0.04519535452663246,0.005960180443628855,0.0026276676801570463
