dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
10,device,5480.90,61261.00,55781.00,5480.00,1,"TRUE","true",1764839636890,1764839692671,1764839698151,"Question: is there a play off for third place in the world cup
                                        Context: The knockout stage of the 2018 FIFA World Cup was the second and final stage of the competition, following the group stage. It began on 30 June with the round of 16 and ended on 15 July with the final match, held at the Luzhniki Stadium in Moscow. The top two teams from each group (16 in total) advanced to the knockout stage to compete in a single-elimination style tournament. A third place play-off was also played between the two losing teams of the semi-finals.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",117,777,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
11,device,7858.30,68133.00,60275.00,7858.00,1,"TRUE","true",1764839637891,1764839698166,1764839706024,"Question: can minors drink with parents in new york
                                        Context: In response to the National Minimum Drinking Age Act in 1984, which reduced by up to 10% the federal highway funding of any state which did not have a minimum purchasing age of 21, the New York Legislature raised the drinking age from 19 to 21, effective December 1, 1985. (The drinking age had been 18 for many years before the first raise on December 4th, 1982, to 19.) Persons under 21 are prohibited from purchasing alcohol or possessing alcohol with the intent to consume, unless the alcohol was given to that person by their parent or legal guardian. There is no law prohibiting where people under 21 may possess or consume alcohol that was given to them by their parents. Persons under 21 are prohibited from having a blood alcohol level of 0.02% or higher while driving.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",166,1077,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
12,device,5403.80,72542.00,67139.00,5403.00,1,"FALSE","false",1764839638898,1764839706037,1764839711440,"Question: is the show bloodline based on a true story
                                        Context: Bloodline was announced in October 2014 as part of a partnership between Netflix and Sony Pictures Television, representing Netflix's first major deal with a major film studio for a television series. The series was created and executive produced by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, who previously created the FX series Damages. According to its official synopsis released by Netflix, Bloodline ``centers on a close-knit family of four adult siblings whose secrets and scars are revealed when their black sheep brother returns home.''
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",114,853,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
13,device,5614.70,77162.00,71547.00,5615.00,1,"TRUE","True",1764839639906,1764839711453,1764839717068,"Question: is it bad to wash your hair with shower gel
                                        Context: Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulating sensation on the skin, and some men's shower gels are also designed specifically for use on hair and body. Shower gels contain milder surfactant bases than shampoos, and some also contain gentle conditioning agents in the formula. This means that shower gels can also double as an effective and perfectly acceptable substitute to shampoo, even if they are not labelled as a hair and body wash. Washing hair with shower gel should give approximately the same result as using a moisturising shampoo.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",127,892,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
14,device,5837.80,82006.00,76168.00,5838.00,1,"TRUE","True",1764839640913,1764839717081,1764839722919,"Question: is the liver part of the excretory system
                                        Context: The liver detoxifies and breaks down chemicals, poisons and other toxins that enter the body. For example, the liver transforms ammonia (which is poisonous) into urea in fish, amphibians and mammals, and into uric acid in birds and reptiles. Urea is filtered by the kidney into urine or through the gills in fish and tadpoles. Uric acid is paste-like and expelled as a semi-solid waste (the ``white'' in bird excrements). The liver also produces bile, and the body uses bile to break down fats into usable fats and unusable waste.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,829,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
15,device,7107.40,88125.00,81018.00,7107.00,1,"TRUE","true",1764839641914,1764839722932,1764839730039,"Question: is fantastic beasts and where to find them a prequel
                                        Context: Fantastic Beasts and Where to Find Them is a 2016 fantasy film directed by David Yates. A joint British and American production, it is a spin-off and prequel to the Harry Potter film series, and it was produced and written by J.K. Rowling in her screenwriting debut, and inspired by her 2001 book of the same name. The film stars Eddie Redmayne as Newt Scamander, with Katherine Waterston, Dan Fogler, Alison Sudol, Ezra Miller, Samantha Morton, Jon Voight, Carmen Ejogo, Ron Perlman, Colin Farrell and Johnny Depp in supporting roles. It is the first installment in the Fantastic Beasts film series, and ninth overall in the Wizarding World franchise, that began with the Harry Potter films.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",146,1002,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
16,device,4964.80,92100.00,87136.00,4964.00,1,"TRUE","true",1764839642916,1764839730052,1764839735016,"Question: will there be a season 8 of vampire diaries
                                        Context: The Vampire Diaries, an American supernatural drama, was renewed for an eighth season by The CW on March 11, 2016. On July 23, 2016, the CW announced that the upcoming season would be the series' last and would consist of 16 episodes. The season premiered on October 21, 2016 and concluded on March 10, 2017.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",84,609,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
17,device,6794.40,97905.00,91110.00,6795.00,0,"TRUE","false",1764839643919,1764839735029,1764839741824,"Question: was the movie strangers based on a true story
                                        Context: The Strangers is a 2008 American slasher film written and directed by Bryan Bertino. Kristen (Liv Tyler) and James (Scott Speedman) are expecting a relaxing weekend at a family vacation home, but their stay turns out to be anything but peaceful as three masked torturers leave Kristen and James struggling for survival. Writer-director Bertino was inspired by real-life events: the Manson family Tate murders, a multiple homicide; the Keddie Cabin Murders, that occurred in California in 1981; and a series of break-ins that occurred in his own neighborhood as a child. Made on a budget of $9 million, the film was shot on location in rural South Carolina in the fall of 2006.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",142,979,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
18,device,3947.70,100859.00,96911.00,3948.00,1,"TRUE","true",1764839644926,1764839741837,1764839745785,"Question: is durham university part of the russell group
                                        Context: In March 2012 it was announced that four universities -- Durham, Exeter, Queen Mary University of London; and York -- would become members of the Russell Group in August of the same year. All of the new members had previously been members of the 1994 Group of British universities.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",77,585,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
19,device,7738.30,107602.00,99864.00,7738.00,1,"TRUE","true",1764839645934,1764839745798,1764839753536,"Question: is the tv show the resident over for the season
                                        Context: The Resident is an American medical drama television series aired by Fox Broadcasting Company that premiered on January 21, 2018, as a mid-season replacement entry in the 2017--18 television season. The fictional series focuses on the lives and duties of staff members at Chastain Park Memorial Hospital, while delving into the bureaucratic practices of the hospital industry. Formerly called The City, the show was purchased by Fox from Showtime in 2017. It was created by created by Amy Holden Jones, Hayley Schore, and Roshan Sethi. On May 10, 2017, Fox ordered a full 14-episode season and renewed the series for a second season on May 7, 2018. The first season officially concluded on May 14, 2018.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",146,1008,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
20,device,4133.70,110745.00,106611.00,4134.00,1,"TRUE","true",1764839646938,1764839753549,1764839757683,"Question: does magnesium citrate have citric acid in it
                                        Context: Magnesium citrate is a magnesium preparation in salt form with citric acid in a 1:1 ratio (1 magnesium atom per citrate molecule). The name ``magnesium citrate'' is ambiguous and sometimes may refer to other salts such as trimagnesium citrate which has a magnesium:citrate ratio of 3:2.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",74,589,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
21,device,7743.00,117496.00,109753.00,7743.00,0,"FALSE","true",1764839647943,1764839757696,1764839765439,"Question: does p o box come before street address
                                        Context: Street Addressing will have the same street address of the post office, plus a ``unit number'' that matches the P.O. Box number. As an example, in El Centro, California, the post office is located at 1598 Main Street. Therefore, for P.O. Box 9975 (fictitious), the Street Addressing would be: 1598 Main Street Unit 9975, El Centro, CA. Nationally, the first five digits of the zip code may or may not be the same as the P.O. Box address, and the last four digits (Zip + 4) are virtually always different. Except for a few of the largest post offices in the U.S., the 'Street Addressing' (not the P.O. Box address) nine digit Zip + 4 is the same for all boxes at a given location.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",153,976,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
22,device,8059.00,124561.00,116502.00,8059.00,1,"TRUE","True",1764839648951,1764839765453,1764839773512,"Question: does a spark plug keep an engine running
                                        Context: A spark plug (sometimes, in British English, a sparking plug, and, colloquially, a plug) is a device for delivering electric current from an ignition system to the combustion chamber of a spark-ignition engine to ignite the compressed fuel/air mixture by an electric spark, while containing combustion pressure within the engine. A spark plug has a metal threaded shell, electrically isolated from a central electrode by a porcelain insulator. The central electrode, which may contain a resistor, is connected by a heavily insulated wire to the output terminal of an ignition coil or magneto. The spark plug's metal shell is screwed into the engine's cylinder head and thus electrically grounded. The central electrode protrudes through the porcelain insulator into the combustion chamber, forming one or more spark gaps between the inner end of the central electrode and usually one or more protuberances or structures attached to the inner end of the threaded shell and designated the side, earth, or ground electrode(s).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",188,1321,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
23,device,3774.10,127348.00,123573.00,3775.00,0,"TRUE","false",1764839649951,1764839773524,1764839777299,"Question: is a cape and a cloak the same
                                        Context: Ladies may wear a long (over the shoulders or to ankles) cloak usually called a cape, or a full-length cloak. Gentlemen wear an ankle-length or full-length cloak. Formal cloaks often have expensive, colored linings and trimmings such as silk, satin, velvet and fur.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",71,553,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
24,device,5016.80,131370.00,126353.00,5017.00,1,"TRUE","true",1764839650958,1764839777311,1764839782328,"Question: does it cost money to renounce us citizenship
                                        Context: Renunciation of U.S. citizenship was free until July 2010, at which time a fee of $450 was established. An increase to $2,350, effective September 12, 2014, was justified as ``reflective of the true cost'' of processing. This followed a fee increase of approximately 220% in 2013. The increase took effect in January 2015.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",81,625,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
25,device,7309.40,137687.00,130377.00,7310.00,0,"TRUE","false",1764839651965,1764839782342,1764839789652,"Question: is a fire 7 the same as a kindle
                                        Context: The Fire Tablet, formerly called the Kindle Fire, is a tablet computer developed by Amazon.com. Built with Quanta Computer, the Kindle Fire was first released in November 2011, featuring a color 7-inch multi-touch display with IPS technology and running a custom version of Google's Android operating system called Fire OS. The Kindle Fire HD followed in September 2012, and the Kindle Fire HDX in September 2013. In September 2014, when the fourth generation was introduced, the name ``Kindle'' was dropped. In September 2015, the fifth generation Fire 7 was released, followed by the sixth generation Fire HD 8, in September 2016. The seventh generation Fire 7 was released in June 2017.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",140,979,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
26,device,5297.30,141996.00,136698.00,5298.00,1,"TRUE","true",1764839652966,1764839789664,1764839794962,"Question: can you drink alcohol with your parents in wisconsin
                                        Context: The drinking age in Wisconsin is 21. Those under the legal drinking age may be served, possess, or consume alcohol if they are with a parent, legal guardian, or spouse who is of legal drinking age. Those age 18-20 may also be served, possess or consumer alcohol if they are with a parent, legal guardian, or spouse who is of legal drinking age. Those age 18 to 20 may also possess (but not consume) alcohol as part of their employment.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",109,745,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
27,device,6012.20,147021.00,141008.00,6013.00,1,"TRUE","True",1764839653967,1764839794975,1764839800988,"Question: do penguins have feathers arising from the epidermis
                                        Context: Contour feathers are not uniformly distributed on the skin of the bird except in some groups such as the penguins, ratites and screamers. In most birds the feathers grow from specific tracts of skin called pterylae; between the pterylae there are regions which are free of feathers called apterylae (or apteria). Filoplumes and down may arise from the apterylae. The arrangement of these feather tracts, pterylosis or pterylography, varies across bird families and has been used in the past as a means for determining the evolutionary relationships of bird families.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,876,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
28,device,8877.90,154906.00,146028.00,8878.00,0,"FALSE","true",1764839654972,1764839801000,1764839809878,"Question: do you need to break in a car
                                        Context: A new engine is broken in by following specific driving guidelines during the first few hours of its use. The focus of breaking in an engine is on the contact between the piston rings of the engine and the cylinder wall. There is no universal preparation or set of instructions for breaking in an engine. Most importantly, experts disagree on whether it is better to start engines on high or low power to break them in. While there are still consequences to an unsuccessful break-in, they are harder to quantify on modern engines than on older models. In general, people no longer break in the engines of their own vehicles after purchasing a car or motorcycle, because the process is done in production. It is still common, even today, to find that an owner's manual recommends gentle use at first (often specified as the first 500 or 1000 kilometres or miles). But it is usually only normal use without excessive demands that is specified, as opposed to light/limited use. For example, the manual will specify that the car be driven normally, but not in excess of the highway speed limit.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",218,1377,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
29,device,4329.20,158244.00,153915.00,4329.00,1,"TRUE","true",1764839655977,1764839809892,1764839814221,"Question: is the enchanted forest in oregon still open
                                        Context: The Enchanted Forest is an amusement park located in Turner in the U.S. state of Oregon, next to Interstate 5 just south of Salem. Creator Roger Tofte opened the park in 1971 after seven years of construction. Today, the Tofte family still owns and operates the 20-acre (8.1 ha) park.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",78,586,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
30,device,5950.50,163206.00,157256.00,5950.00,1,"TRUE","true",1764839656978,1764839814234,1764839820184,"Question: is there a golf course at the indy 500
                                        Context: On the grounds of the speedway is the Indianapolis Motor Speedway Museum, which opened in 1956, and houses the Auto Racing Hall of Fame. The museum moved into its current building located in the infield in 1976. Also on the grounds is the Brickyard Crossing Golf Resort, which originally opened as the Speedway Golf Course in 1929. The golf course has 14 holes outside the track, along the backstretch, and four holes in the infield. The speedway also served as the venue for the opening ceremonies for the 1987 Pan American Games.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",121,827,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
31,device,5894.30,168112.00,162218.00,5894.00,1,"TRUE","true",1764839657981,1764839820199,1764839826093,"Question: does deadpool have a kid in the comics
                                        Context: As part of Marvel's Marvel NOW! initiative a new Deadpool ongoing series was launched, written by Brian Posehn and Gerry Duggan and illustrated by Tony Moore. He is also a member of the Thunderbolts. In the 27th issue of his new series, as part of ``All-New Marvel NOW!'', Deadpool was married for the third time. Initially a secret, his bride was revealed in the webcomic Deadpool: The Gauntlet to be Shiklah, Queen of the Undead. Deadpool also discovers that he has a daughter by the name of Eleanor from a former flame of Deadpool named Carmelita.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,846,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
32,device,3903.40,171027.00,167124.00,3903.00,1,"TRUE","True",1764839658983,1764839826107,1764839830010,"Question: do they still make benson & hedges cigarettes
                                        Context: Benson & Hedges is a British brand of cigarettes owned by either Philip Morris International, British American Tobacco, or Japan Tobacco, depending on the region. In the UK, they are registered in Old Bond Street in London, and are manufactured in Lisnafillan, Ballymena, Northern Ireland.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",73,592,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
33,device,4809.90,174845.00,170035.00,4810.00,1,"FALSE","false",1764839659988,1764839830023,1764839834833,"Question: is federal income tax the same as social security
                                        Context: The Commonwealth government has its own tax laws and Puerto Ricans are also required to pay some US federal taxes, although most residents do not have to pay the federal personal income tax. In 2009, Puerto Rico paid $3.742 billion into the US Treasury. Residents of Puerto Rico pay into Social Security, and are thus eligible for Social Security benefits upon retirement. However, they are excluded from the Supplemental Security Income.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",100,745,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
34,device,4916.20,178768.00,173851.00,4917.00,0,"TRUE","False",1764839660995,1764839834846,1764839839763,"Question: is an engine speed sensor the same as a crankshaft sensor
                                        Context: The crank sensor can be used in combination with a similar camshaft position sensor to monitor the relationship between the pistons and valves in the engine, which is particularly important in engines with variable valve timing. This method is also used to ``synchronise'' a four stroke engine upon starting, allowing the management system to know when to inject the fuel. It is also commonly used as the primary source for the measurement of engine speed in revolutions per minute.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",110,797,1764839626747,1764843162236,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,meta-llama/llama-3.2-1b-instruct
